29664		0.00313

0		0.000006
0.00313	0.000023
0.00626	0.000064
0.00939	0.000139
0.01252	0.000253
0.01565	0.000409
0.01878	0.000603
0.02191	0.000829
0.02504	0.001076
0.02817	0.001332
0.0313	0.001582
0.03443	0.001814
0.03756	0.002013
0.04069	0.00217
0.04382	0.002279
0.04695	0.002336
0.05008	0.002343
0.05321	0.002304
0.05634	0.002228
0.05947	0.002123
0.0626	0.002001
0.06573	0.001871
0.06886	0.001742
0.07199	0.001621
0.07512	0.001513
0.07825	0.001421
0.08138	0.001345
0.08451	0.001284
0.08764	0.001233
0.09077	0.001188
0.0939	0.001145
0.09703	0.001101
0.10016	0.001054
0.10329	0.001003
0.10642	0.000947
0.10955	0.000887
0.11268	0.000825
0.11581	0.000763
0.11894	0.000703
0.12207	0.000649
0.1252	0.000601
0.12833	0.00056
0.13146	0.000527
0.13459	0.0005
0.13772	0.000478
0.14085	0.000459
0.14398	0.00044
0.14711	0.00042
0.15024	0.000398
0.15337	0.000375
0.1565	0.000352
0.15963	0.000333
0.16276	0.000319
0.16589	0.000313
0.16902	0.000318
0.17215	0.000332
0.17528	0.000355
0.17841	0.000384
0.18154	0.000415
0.18467	0.000442
0.1878	0.00046
0.19093	0.000465
0.19406	0.000453
0.19719	0.000423
0.20032	0.000374
0.20345	0.000308
0.20658	0.000229
0.20971	0.00014
0.21284	0.000049
0.21597	-0.000039
0.2191	-0.00012
0.22223	-0.000192
0.22536	-0.000253
0.22849	-0.000304
0.23162	-0.000346
0.23475	-0.000381
0.23788	-0.000411
0.24101	-0.000438
0.24414	-0.000463
0.24727	-0.000489
0.2504	-0.000515
0.25353	-0.000541
0.25666	-0.000565
0.25979	-0.000585
0.26292	-0.000598
0.26605	-0.000602
0.26918	-0.000597
0.27231	-0.000585
0.27544	-0.000566
0.27857	-0.000543
0.2817	-0.000519
0.28483	-0.0005
0.28796	-0.000487
0.29109	-0.000483
0.29422	-0.00049
0.29735	-0.000509
0.30048	-0.000538
0.30361	-0.000574
0.30674	-0.000612
0.30987	-0.000647
0.313	-0.000673
0.31613	-0.00069
0.31926	-0.000697
0.32239	-0.000696
0.32552	-0.000691
0.32865	-0.000686
0.33178	-0.000684
0.33491	-0.000687
0.33804	-0.000697
0.34117	-0.000715
0.3443	-0.00074
0.34743	-0.000771
0.35056	-0.000807
0.35369	-0.000844
0.35682	-0.00088
0.35995	-0.000912
0.36308	-0.000937
0.36621	-0.000955
0.36934	-0.000967
0.37247	-0.000974
0.3756	-0.000976
0.37873	-0.000978
0.38186	-0.000979
0.38499	-0.000983
0.38812	-0.000988
0.39125	-0.000996
0.39438	-0.001002
0.39751	-0.001006
0.40064	-0.001004
