
29664		0.00313
0		-0.000008
0.00313	-0.000032
0.00626	-0.000089
0.00939	-0.000192
0.01252	-0.000347
0.01565	-0.000553
0.01878	-0.000802
0.02191	-0.001078
0.02504	-0.001364
0.02817	-0.001643
0.0313	-0.0019
0.03443	-0.002123
0.03756	-0.002307
0.04069	-0.002447
0.04382	-0.002547
0.04695	-0.002606
0.05008	-0.00263
0.05321	-0.002621
0.05634	-0.002584
0.05947	-0.00252
0.0626	-0.002434
0.06573	-0.002327
0.06886	-0.002204
0.07199	-0.002068
0.07512	-0.001927
0.07825	-0.001786
0.08138	-0.001653
0.08451	-0.001535
0.08764	-0.001438
0.09077	-0.001369
0.0939	-0.00133
0.09703	-0.001321
0.10016	-0.001338
0.10329	-0.001376
0.10642	-0.001426
0.10955	-0.001478
0.11268	-0.001522
0.11581	-0.001549
0.11894	-0.00155
0.12207	-0.001521
0.1252	-0.001461
0.12833	-0.001373
0.13146	-0.001263
0.13459	-0.00114
0.13772	-0.001014
0.14085	-0.000893
0.14398	-0.000784
0.14711	-0.000691
0.15024	-0.000615
0.15337	-0.000554
0.1565	-0.000502
0.15963	-0.000454
0.16276	-0.000403
0.16589	-0.000343
0.16902	-0.00027
0.17215	-0.000185
0.17528	-0.00009
0.17841	0.000011
0.18154	0.000111
0.18467	0.000203
0.1878	0.00028
0.19093	0.000338
0.19406	0.000374
0.19719	0.000387
0.20032	0.000378
0.20345	0.000352
0.20658	0.000316
0.20971	0.000277
0.21284	0.000245
0.21597	0.000225
0.2191	0.000221
0.22223	0.000237
0.22536	0.000268
0.22849	0.000312
0.23162	0.000361
0.23475	0.00041
0.23788	0.000451
0.24101	0.000481
0.24414	0.000499
0.24727	0.000505
0.2504	0.000502
0.25353	0.000495
0.25666	0.000489
0.25979	0.000493
0.26292	0.000511
0.26605	0.000546
0.26918	0.000597
0.27231	0.000661
0.27544	0.000733
0.27857	0.000804
0.2817	0.000866
0.28483	0.000912
0.28796	0.000936
0.29109	0.000937
0.29422	0.000915
0.29735	0.000874
0.30048	0.000819
0.30361	0.000757
0.30674	0.000696
0.30987	0.000645
0.313	0.000607
0.31613	0.000587
0.31926	0.000584
0.32239	0.000594
0.32552	0.000611
0.32865	0.000629
0.33178	0.000641
0.33491	0.000642
0.33804	0.000629
0.34117	0.000601
0.3443	0.000561
0.34743	0.000512
0.35056	0.000462
0.35369	0.000416
0.35682	0.000381
0.35995	0.000361
0.36308	0.000361
0.36621	0.000379
0.36934	0.000414
0.37247	0.000461
0.3756	0.000513
0.37873	0.000563
0.38186	0.000605
0.38499	0.000633
0.38812	0.000648
0.39125	0.000651
0.39438	0.000646
0.39751	0.00064
0.40064	0.000638
0.40377	0.000648
0.4069	0.000674
0.41003	0.000719
0.41316	0.000781
0.41629	0.000857
0.41942	0.000942
0.42255	0.001026
0.42568	0.001102
0.42881	0.001163
0.43194	0.001202
0.43507	0.001217
0.4382	0.001207
0.44133	0.001176
0.44446	0.001128
0.44759	0.001071
0.45072	0.001013
0.45385	0.000963
0.45698	0.000928
0.46011	0.000912
0.46324	0.000916
0.46637	0.000939
0.4695	0.000975
0.47263	0.001017
0.47576	0.001059
0.47889	0.001093
0.48202	0.001115
0.48515	0.001123
0.48828	0.001118
0.49141	0.001104
0.49454	0.001083
0.49767	0.001062
0.5008	0.001045
0.50393	0.001037
0.50706	0.001039
0.51019	0.001052
0.51332	0.001073
0.51645	0.001098
0.51958	0.001119
0.52271	0.001131
0.52584	0.001129
0.52897	0.001109
0.5321	0.001074
